file_id,file_name,file_label,start_sec,end_sec,duration_sec,auto_label,needs_review
76918not ok,76918not ok.wav,NOK,55.1,56.1,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,56.4,57.4,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,59.5,60.9,1.4,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,61.2,62.2,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,61.6,62.7,1.1,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,68.5,69.5,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,70.9,71.9,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,75.2,76.2,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,79.2,80.2,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,79.7,80.9,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,80.3,81.5,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,81.0,82.0,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,81.3,82.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,83.0,84.0,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,83.4,84.4,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,85.3,86.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,88.6,89.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,89.7,91.1,1.4,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,90.5,91.5,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,90.8,91.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,91.2,92.3,1.1,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,91.6,93.2,1.6,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,96.1,97.2,1.1,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,96.6,97.8,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,101.6,102.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,138.7,139.7,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,139.2,140.2,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,148.3,149.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,203.4,204.7,1.3,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,204.7,205.7,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,205.1,206.1,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,208.4,209.6,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,212.1,213.5,1.4,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,221.8,222.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,225.6,226.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,228.5,229.5,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,229.1,230.1,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,229.6,230.7,1.1,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,230.2,231.4,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,231.0,232.0,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,232.6,233.8,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,233.1,234.3,1.2,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,233.9,234.9,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,234.3,235.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,234.8,235.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,237.0,238.0,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,237.8,238.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,238.3,239.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,241.3,242.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,241.7,242.7,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,245.4,246.4,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,248.7,249.7,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,249.0,250.9,1.9,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,250.6,251.9,1.3,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,256.6,257.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,256.9,257.9,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,258.6,259.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,259.1,260.1,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,259.7,260.7,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,260.8,261.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,261.8,262.8,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,262.9,263.9,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,264.7,266.0,1.3,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,265.6,266.9,1.3,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,266.3,267.3,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,266.6,267.6,1.0,NOK_BSR,True
76918not ok,76918not ok.wav,NOK,267.0,268.4,1.4,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,0.0,0.7,0.7,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,11.8,12.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,17.8,18.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,18.5,19.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,19.0,20.0,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,21.8,22.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,22.2,23.2,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,23.1,24.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,23.5,24.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,24.0,25.0,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,25.5,26.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,28.0,29.3,1.3,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,28.9,30.3,1.4,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,29.8,31.0,1.2,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,31.8,32.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,40.8,41.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,41.3,42.3,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,46.8,48.0,1.2,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,49.0,50.0,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,50.8,51.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,51.2,52.5,1.3,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,53.5,54.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,56.8,57.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,59.5,60.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,92.7,93.7,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,93.2,94.2,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,96.7,97.7,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,100.8,101.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,103.0,104.1,1.1,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,103.4,104.4,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,133.4,134.4,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,134.1,135.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,135.8,136.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,136.6,137.6,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,137.3,138.3,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,138.1,139.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,138.9,139.9,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,140.4,141.4,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,141.1,142.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,142.9,143.9,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,143.5,144.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,150.5,151.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,151.4,152.4,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,155.9,156.9,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,156.5,157.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,162.8,163.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,163.3,164.3,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,166.5,167.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,166.9,168.2,1.3,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,167.7,168.7,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,168.1,169.3,1.2,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,168.9,169.9,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,171.1,172.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,177.0,178.2,1.2,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,183.2,184.2,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,187.0,188.0,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,189.1,190.5,1.4,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,189.8,191.3,1.5,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,191.5,192.5,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,192.0,193.0,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,193.4,194.4,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,193.8,194.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,197.1,198.1,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,197.8,198.8,1.0,NOK_BSR,True
77759_notok rear jog 1,77759_notok rear jog 1.wav,NOK,198.1,199.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,0.0,0.7,0.7,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,0.6,1.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,1.0,2.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,1.4,2.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,3.0,4.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,3.9,5.1,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,6.0,7.5,1.5,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,7.9,9.3,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,8.6,9.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,9.1,10.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,9.4,10.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,10.2,11.2,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,13.0,14.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,13.4,14.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,14.0,15.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,14.4,15.6,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,16.1,17.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,16.4,17.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,16.7,17.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,17.5,18.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,19.1,20.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,20.1,21.5,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,21.2,22.2,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,21.5,22.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,23.2,24.2,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,24.3,25.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,24.6,25.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,24.9,26.9,2.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,26.8,27.9,1.1,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,28.1,29.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,30.3,31.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,30.6,31.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,31.8,32.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,33.3,34.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,34.6,35.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,39.9,40.9,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,46.1,48.3,2.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,47.6,49.1,1.5,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,49.3,51.1,1.8,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,50.6,52.0,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,51.4,52.6,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,52.0,53.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,53.7,54.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,55.1,56.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,55.7,56.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,56.3,57.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,56.6,57.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,56.9,58.0,1.1,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,58.8,61.0,2.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,62.2,63.2,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,62.7,64.2,1.5,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,63.5,65.2,1.7,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,64.7,65.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,67.7,69.0,1.3,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,68.7,69.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,69.0,70.2,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,69.6,71.0,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,70.6,71.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,71.0,72.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,72.0,73.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,72.6,73.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,91.7,92.9,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,92.5,93.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,92.8,93.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,93.7,94.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,95.5,96.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,96.3,97.5,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,98.8,99.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,99.2,100.4,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,99.8,100.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,101.3,102.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,102.0,103.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,102.6,103.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,125.7,127.0,1.3,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,126.4,127.6,1.2,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,127.2,128.6,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,133.3,134.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,133.8,134.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,136.1,137.4,1.3,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,139.0,140.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,140.1,141.1,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,140.8,141.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,143.7,144.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,146.2,147.2,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,146.6,147.7,1.1,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,211.4,212.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,216.7,217.7,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,245.5,246.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,246.0,247.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,247.9,249.3,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,248.6,249.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,250.0,251.0,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,253.5,254.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,254.3,255.3,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,259.5,260.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,262.5,263.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,263.1,264.5,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,264.0,265.4,1.4,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,266.6,267.7,1.1,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,269.8,270.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,271.4,272.4,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,271.8,272.8,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,272.5,273.5,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,273.6,274.6,1.0,NOK_BSR,True
77850_notok_ipNoise 9,77850_notok_ipNoise 9.wav,NOK,274.0,275.1,1.1,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,0.0,0.9,0.9,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,7.3,8.3,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,7.6,8.8,1.2,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,26.5,27.5,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,27.0,28.0,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,47.2,48.2,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,68.0,69.0,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,92.8,93.8,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,96.2,97.3,1.1,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,96.6,97.6,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,97.6,98.6,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,98.2,99.2,1.0,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,98.8,99.9,1.1,NOK_BSR,True
78554_notok_steering,78554_notok_steering.wav,NOK,103.3,104.3,1.0,NOK_BSR,True
